Question,Correct
Abraham Lincoln 1855 AD मा पार्टी परिवर्तन गरी कुन पार्टीमा प्रवेश गरे ?,Republic
बन्जी जम्प गर्न कतीदेखी कति बर्षसम्म उमेर हुनेलाई आमाबुवाको स्वीकृति लिनु पर्छ ?,12-17
निदाउंदा आँखा बन्द नगर्ने जिव कुन हो ?,सर्प
"तिलेचो तालको चौडाइ 1.2 K.M. , गहिराई 200 M. छ भने लम्बाइ  कति छ ?",4 K.M.
नेपालको राजधानी कुन बिकाश क्षेत्रमा रहेको छ ?,Central Region
Kathmandu जिल्लाको सदरमुकाम कुन हो ?,Kathmandu
भगवान Gautam Buddha को बिबाह को संग भएको थियो ?,Yasodhara
"नेपाल "" WTO "" को सदस्य कहिले भयो ?",वि.स.२०६१ बैशाख ११
कुन ग्रुपको रगतलाई Universal Donar भनिन्छ?,O
दुव्यसनका स्वोरुपमा देहायको कुन पर्दछ ?,माथिका सबै
Lindsey Vonn of USA is related with which game?,Ski Race
६ वटा जिल्ला भएका अञ्चलहरू कतिवटा छन् ?,5
Dailekh जिल्लाको सदरमुकाम कुन हो ?,Dailekh
संसारको सबै भन्दा अग्लो मुर्ति कुन हो ?(Till the data of 2013) ,Spring Temple Buddha (China)
औधोगिक क्रान्तिको परिणाम हरु के के हुन् ?,सबै उत्तर ठिक छन्
सबैभन्दा छोटो कार्यकाल भएको राणा प्रधानमन्त्रि को हुन ?,देव शमशेर
